Bin_ID,ELectoral_Area,Bin_Type,Irish_X,Irish_Y
WMS4349,MANSION HOUSE B,Cast Iron,316506.1103,233299.9215
WMS1334,RATHMINES EAST A,Class A,316411.4011,231903.4676
WMS2393,HARMONSTOWN A,Class B,319701.2594,238581.4528
WMS4454,SAINT KEVINS,Cast Iron,315902.1382,232599.6802
WMS2259,WHITEHALL D,Class B,317577.0936,238688.1539
WMS4227,ROTUNDA A,Cast Iron,315939.6178,235244.2566
WMS2155,BALLYGALL C,Class B,315425.5206,237966.5789
WMS1395,ROYAL EXCHANGE A,Bigbelly Bin,315741.6726,234246.148
WMS0009,BALLYMUN D,Class A,315505.3752,239885.8661
WMS0663,ROYAL EXCHANGE B,Class A,315770.244,233911.8534
WMS0263,NORTH CITY,Class A,315709.9911,234612.2844
WMS0475,ROYAL EXCHANGE A,Class A,315688.514,234033.4875
WMS2472,HARMONSTOWN A,Class B,320255.7325,238480.9938
WMS4580,NORTH CITY,Cast Iron,316158.8221,235023.8491
WMS3071,PEMBROKE EAST D,Class B,319014.017,231479.5923
WMS2690,BOTANIC A,Class B,314815.7925,237700.3676
WMS0996,USHERS C,Class A,313813.7489,233353.2627
WMS0926,PEMBROKE WEST C,Bigbelly Bin,317033.147,232888.8078
WMS4390,SOUTH DOCK,Cast Iron,317188.583,233370.7546
WMS0192,NORTH CITY,Class A,316247.7646,234557.0309
WMS0703,SAINT KEVINS,Class A,315759.3378,232972.4995
WMS0170,NORTH CITY,Class A,316232.4768,234613.4005
WMS0684,MANSION HOUSE B,Class A,316036.2926,233215.6552
WMS0643,ROYAL EXCHANGE A,Class A,315832.7041,233985.6097
WMS2970,SOUTH DOCK,Class B,317669.2292,233839.7861
WMS0965,KILMORE D,Class A,319730.367,238931.193
WMS2537,CLONTARF WEST A,Class B,319224.8683,237639.2605
WMS2755,CABRA EAST B,Class B,314290.9204,235905.3759
WMS4105,CLONTARF EAST A,Cast Iron,321059.3052,238023.4564
WMS4341,SOUTH DOCK,Cast Iron,316595.0725,233070.6439
WMS2699,BOTANIC A,Class B,315190.2066,237597.7996
WMS2821,ASHTOWN A,Class B,311273.0016,236981.0435
WMS2402,GRANGE A,Class B,322248.1994,240731.6261
WMS1121,NORTH CITY,Bigbelly Bin,315930.2238,234390.6543
WMS1141,ROYAL EXCHANGE A,Bigbelly Bin,315749.0514,234199.2935
WMS4536,DRUMFINN,Cast Iron,309690.7083,233703.9675
WMS2188,BALLYMUN C,Class B,315868.9783,239770.0766
WMS1051,NORTH CITY,Class A,315961.7601,234403.8294
WMS0949,RATHMINES WEST B,Class A,315635.7791,231753.6864
WMS2299,KILMORE D,Class B,318822.5501,239610.8384
WMS1317,WHITEHALL C,Class A,316731.665,239572.7738
WMS2959,INNS QUAY B,Class B,315417.5419,235178.7342
WMS4200,ROTUNDA A,Cast Iron,315965.4129,235431.0915
WMS3049,PEMBROKE EAST E,Class B,318315.7301,232574.6808
WMS2726,CABRA EAST A,Class B,315045.5065,235954.4538
WMS2753,CABRA EAST B,Class B,313890.5157,235907.2268
WMS2507,CLONTARF EAST E,Class B,320033.2587,237577.1797
WMS1117,NORTH CITY,Bigbelly Bin,315803.5841,234338.2236
WMS2888,NORTH DOCK B,Class B,317578.1684,235312.4818
WMS0477,ROYAL EXCHANGE A,Class A,315721.4607,234035.8937
WMS2209,WHITEHALL B,Class B,316498.4072,238576.7094
WMS4316,ROYAL EXCHANGE A,Cast Iron,315758.0082,234064.3274
WMS2488,RAHENY-ST.ASSAM,Class B,322381.063,238113.3119
WMS4381,MANSION HOUSE B,Cast Iron,316524.4118,233530.5885
WMS4619,MERCHANTS QUAY A,Cast Iron,314888.0014,234007.2299
WMS1274,NORTH DOCK C,Bigbelly Bin,317192.6718,234550.4501
WMS0454,WOOD QUAY A,Class A,315166.1189,233868.5749
WMS4474,USHERS B,Cast Iron,314487.9834,233919.6279
WMS0195,NORTH DOCK C,Class A,316330.5519,234521.1404
WMS0305,ROTUNDA A,Class A,315716.4569,235145.6392
WMS4265,MOUNTJOY A,Cast Iron,316626.8004,235110.3963
WMS3236,RATHFARNHAM,Class B,314485.6424,229899.162
WMS4292,MOUNTJOY A,Cast Iron,316635.9598,235217.7562
WMS2328,BEAUMONT F,Class B,318177.9148,238497.0138
WMS2891,NORTH DOCK B,Class B,317695.0594,235486.7648
WMS2592,CLONTARF WEST E,Class B,317471.4894,237030.0945
WMS4041,BEAUMONT B,Cast Iron,318378.2077,238613.8797
WMS2782,CABRA WEST D,Class B,313251.7638,235950.4849
WMS1326,RATHMINES WEST C,Class A,315688.1883,231356.9008
WMS1304,MANSION HOUSE A,Bigbelly Bin,316373.6467,234409.9649
WMS2108,BALLYMUN E,Class B,315131.5853,239122.8053
WMS4005,BOTANIC A,Cast Iron,315105.5198,236443.2755
WMS4036,BEAUMONT B,Cast Iron,318109.737,238706.6849
WMS2350,KILMORE C,Class B,319464.5932,239447.4066
WMS4103,CLONTARF EAST A,Cast Iron,321203.2058,238092.6618
WMS3054,PEMBROKE WEST A,Class B,317675.955,233297.901
WMS4289,MOUNTJOY A,Cast Iron,316360.5618,234872.435
WMS3433,DRUMFINN,Class B,309349.5282,234387.1006
WMS0362,NORTH CITY,Class A,315677.6068,234303.9831
WMS0337,NORTH CITY,Class A,315456.6932,234670.2235
WMS0150,NORTH CITY,Class A,316213.1896,234756.1071
WMS3332,WALKINSTOWN B,Class B,311332.6244,231469.8431
WMS1623,MANSION HOUSE B,Class A,315977.912,233892.0312
WMS2632,CLONTARF EAST A,Class B,322106.1514,237602.8988
WMS4394,MANSION HOUSE A,Cast Iron,316856.4748,233983.2642
WMS1050,ROYAL EXCHANGE A,Class A,315976.5707,234366.0493
WMS0471,ROYAL EXCHANGE A,Class A,315582.2,234029.167
WMS0680,MANSION HOUSE B,Class A,316191.0848,233310.9344
WMS2264,BEAUMONT A,Class B,317346.6516,238954.1782
WMS2677,CLONTARF WEST D,Class B,317361.3275,236024.1559
WMS3254,TERENURE B,Class B,313457.1012,230477.1377
WMS4251,MOUNTJOY A,Cast Iron,316226.775,234939.4529
WMS3133,RATHMINES EAST B,Class B,317105.0613,231773.6674
WMS2742,BALLYGALL A,Class B,313593.818,238415.4709
WMS3527,PEMBROKE EAST D,Class B,319105.171,231338.9942
WMS2133,CRUMLIN F,Class B,311985.0142,231812.4646
WMS0234,ROTUNDA A,Class A,315874.8443,234928.6887
WMS4239,ROTUNDA A,Cast Iron,316105.6401,235155.4227
WMS1106,CRUMLIN F,Bigbelly Bin,312155.4841,232010.5665
WMS1294,MANSION HOUSE A,Bigbelly Bin,316903.355,234338.3185
WMS4152,NORTH DOCK A,Cast Iron,317420.9584,235785.7304
WMS2081,BALLYMUN F,Class B,314408.5677,239663.0157
WMS4081,CLONTARF EAST A,Cast Iron,321470.4271,238222.0287
WMS3518,ARRAN QUAY A,Class B,314986.7976,235402.0877
WMS3040,PEMBROKE EAST B,Class B,318466.663,233378.7147
WMS3308,USHERS F,Class B,313048.5476,233394.4142
WMS0021,BALLYMUN C,Class A,315788.223,239943.8558
WMS2309,BEAUMONT C,Class B,319047.7896,238833.5674
WMS2302,KILMORE A,Class B,317819.0166,239766.7331
WMS1096,USHERS A,Bigbelly Bin,312764.8439,233699.1943
WMS0360,NORTH CITY,Class A,315560.7521,234275.884
WMS2245,KILMORE A,Class B,317325.5234,240032.9303
WMS0120,NORTH DOCK C,Class A,316565.8435,234776.3961
WMS2007,DRUMCONDRA SOUTH C,Class B,316241.1545,236944.7686
WMS2366,KILMORE C,Class B,319305.1709,239653.2571
WMS0606,ROYAL EXCHANGE B,Class A,315723.3537,233638.8437
WMS0320,ROTUNDA B,Class A,315568.3226,234787.6189
WMS4207,MOUNTJOY B,Cast Iron,316154.8899,235427.8744
WMS1310,PEMBROKE EAST A,Class A,318202.8404,233816.9906
WMS0912,PEMBROKE WEST B,Bigbelly Bin,317668.7205,232690.4366
WMS2570,CLONTARF WEST E,Class B,318055.6817,236769.2938
WMS0285,NORTH CITY,Class A,315439.6575,234541.0787
WMS0248,NORTH CITY,Class A,315953.4031,234440.5181
WMS4113,WHITEHALL A,Cast Iron,315971.0494,237780.8743
WMS0551,ROYAL EXCHANGE B,Class A,315652.274,233872.1612
WMS4135,ARRAN QUAY D,Cast Iron,313528.3663,234639.0758
WMS3274,CRUMLIN C,Class B,313511.8522,232012.2242
WMS1613,ROYAL EXCHANGE B,Class A,315948.9664,233818.6323
WMS4407,MANSION HOUSE A,Cast Iron,316394.3756,234246.4447
WMS0591,WOOD QUAY A,Class A,315136.0832,233720.5712
WMS2181,BALLYMUN A,Class B,314695.1857,240199.9204
WMS4055,PRIORSWOOD E,Cast Iron,318793.3772,240091.6933
WMS0097,INNS QUAY A,Class A,315709.7049,235633.4788
WMS4104,CLONTARF EAST A,Cast Iron,321143.6375,238076.5391
WMS3223,TERENURE B,Class B,314463.7266,230239.4804
WMS1389,ROYAL EXCHANGE A,Bigbelly Bin,315568.6344,234149.9431
WMS1017,NORTH CITY,Class A,315848.2324,234814.4126
WMS4598,BOTANIC A,Cast Iron,315105.5198,236443.2755
WMS0979,MERCHANTS QUAY B,Class A,314907.3611,233903.8796
WMS2223,WHITEHALL C,Class B,317042.9895,239811.1002
WMS0638,MANSION HOUSE B,Class A,315982.9499,233917.5332
WMS2089,BALLYMUN F,Class B,314407.5916,239276.9986
WMS2241,WHITEHALL D,Class B,316990.6419,238784.8936
WMS0833,MANSION HOUSE B,Class A,316177.5481,233855.0578
WMS1627,ROYAL EXCHANGE B,Class A,315907.0557,233896.3444
WMS0476,ROYAL EXCHANGE A,Class A,315700.5311,234034.1958
WMS3268,TERENURE D,Class B,313799.7931,229488.9944
WMS4452,SAINT KEVINS,Cast Iron,315879.8697,232623.3347
WMS4413,MANSION HOUSE A,Cast Iron,316262.8241,234235.1528
WMS2489,RAHENY-ST.ASSAM,Class B,322252.4517,238081.9089
WMS0980,USHERS E,Class A,313349.1654,233134.2185
WMS0924,PEMBROKE WEST C,Bigbelly Bin,316982.675,232922.6414
WMS2639,CLONTARF EAST B,Class B,320977.5218,236358.2075
WMS0130,MOUNTJOY A,Class A,316533.386,234863.323
WMS2596,CLONTARF WEST D,Class B,317228.728,236184.3937
WMS1075,GRACE PARK,Bigbelly Bin,317932.6776,236872.3279
WMS4506,MERCHANTS QUAY C,Cast Iron,314392.493,233333.1895
WMS1329,CLONTARF EAST A,Class A,321291.0636,237772.11
WMS3574,FINGLAS NORTH C,Class B,313256.9219,239173.8238
WMS1332,BALLYGALL C,Class A,315393.0662,238684.1399
WMS3301,KILMORE D,Class B,318805.6889,239374.7929
WMS1231,NORTH CITY,Class A,315798.0351,234636.7126
WMS2569,GRACE PARK,Class B,317727.8966,236988.427
WMS2498,RAHENY-ST.ASSAM,Class B,321630.9146,238314.2309
WMS3592,ARRAN QUAY B,Class B,314869.0901,234809.7322
WMS3481,CABRA WEST C,Class B,313422.5787,235880.007
WMS0820,MANSION HOUSE A,Class A,316493.3079,233842.2529
WMS2096,BALLYGALL B,Class B,314306.8119,239166.4641
WMS4085,CLONTARF EAST A,Cast Iron,321417.1312,238204.0971
WMS1254,SOUTH DOCK,Bigbelly Bin,317698.5453,234067.3605
WMS3515,TERENURE C,Class B,314016.8851,230239.0852
WMS2912,ARRAN QUAY A,Class B,315042.1005,235814.8024
WMS4563,ARRAN QUAY C,Cast Iron,313886.42,234379.8732
WMS4385,MANSION HOUSE B,Cast Iron,316739.2659,233613.4149
WMS4576,KILMAINHAM C,Cast Iron,312306.9383,233459.452
WMS1383,CABRA EAST A,Bigbelly Bin,315056.5398,236537.5843
WMS2456,AYRFIELD,Class B,320802.6575,239990.4187
WMS3469,PHOENIX PARK,Class B,313349.5869,234442.5655
WMS2665,CLONTARF EAST B,Class B,320443.3945,235687.6862
WMS0512,ROYAL EXCHANGE A,Bigbelly Bin,315709.6971,234191.2811
WMS2291,BEAUMONT D,Class B,318849.4108,238537.5605
WMS1152,NORTH DOCK A,Bigbelly Bin,317020.2545,235511.0138
WMS2867,BALLYMUN C,Class B,316021.6707,240096.1576
WMS2924,INNS QUAY B,Class B,315272.1351,235686.0775
WMS0933,PEMBROKE WEST C,Bigbelly Bin,316742.0746,232847.1517
WMS0348,NORTH CITY,Class A,315340.9144,234488.3718
WMS1070,CLONTARF EAST C,Bigbelly Bin,320136.5856,235821.6025
WMS3135,PEMBROKE WEST B,Class B,317518.491,231658.7841
WMS2346,KILMORE A,Class B,317838.8936,240049.5948
WMS4098,RAHENY-ST.ASSAM,Cast Iron,321655.9559,238217.088
WMS4365,SOUTH DOCK,Cast Iron,317330.5579,233441.5289
WMS2672,CLONTARF EAST D,Class B,318920.3728,236009.5296
WMS4555,DRUMFINN,Cast Iron,309549.0065,233714.9755
WMS3334,WALKINSTOWN B,Class B,311171.2257,231001.2797
WMS4596,ROTUNDA A,Cast Iron,315678.0876,235442.0988
WMS3039,PEMBROKE EAST A,Class B,318438.0118,233482.0191
WMS2292,BEAUMONT C,Class B,318855.4989,238543.7125
WMS0960,RATHMINES WEST A,Class A,315653.0352,232099.7362
WMS1358,BALLYMUN C,Class A,315615.8755,239835.9063
WMS2746,BOTANIC A,Class B,314611.0826,236912.1414
WMS0164,NORTH CITY,Class A,316099.2793,234724.2786
WMS0489,ROYAL EXCHANGE A,Class A,315768.7401,234058.3945
WMS2984,SAINT KEVINS,Class B,315413.2685,232786.8743
WMS4434,SAINT KEVINS,Cast Iron,315565.2489,233057.6119
WMS0124,MOUNTJOY A,Class A,316468.4318,234920.3234
WMS0585,WOOD QUAY A,Class A,315130.4651,233530.8536
WMS4039,BEAUMONT B,Cast Iron,318304.407,238632.5211
WMS2617,RAHENY-FOXFIELD,Class B,323100.9244,238397.5026
WMS0280,NORTH CITY,Class A,315530.4203,234566.9136
WMS2296,BEAUMONT B,Class B,318791.4949,239232.4254
WMS4537,DRUMFINN,Cast Iron,309676.4128,233706.4313
WMS0711,SAINT KEVINS,Class A,315612.3951,233137.2739
WMS4329,MANSION HOUSE B,Cast Iron,316313.7921,233341.0355
WMS2703,DRUMCONDRA SOUTH B,Class B,316059.3063,236233.761
WMS0125,MOUNTJOY A,Class A,316475.821,234917.7708
WMS2265,WHITEHALL D,Class B,317245.0902,238936.8879
WMS2932,INNS QUAY B,Class B,315299.1746,235559.5293
WMS2114,BALLYGALL B,Class B,314098.2858,239044.166
WMS2661,CLONTARF EAST C,Class B,320036.0983,236360.242
WMS0038,CLONTARF EAST D,Class A,319226.3231,235882.4413
WMS2607,CLONTARF WEST C,Class B,318670.3527,236165.2087
WMS0511,BALLYMUN C,Class A,315545.2285,239847.3577
WMS0825,MANSION HOUSE A,Class A,316078.3708,234211.7352
WMS4601,USHERS C,Cast Iron,314207.5157,233719.317
WMS0749,PEMBROKE WEST C,Class A,316503.1706,232594.3974
WMS1149,ROYAL EXCHANGE A,Bigbelly Bin,315447.6984,234039.4743
WMS0029,,Class A,318520.4309,236148.4524
WMS0029,CLONTARF WEST D,Class A,318501.0133,236173.0047
WMS2008,FINGLAS NORTH C,Class B,312958.884,239766.3004
WMS1142,ROYAL EXCHANGE A,Bigbelly Bin,315697.863,234131.3055
WMS2043,FINGLAS NORTH A,Class B,312437.4197,240156.386
WMS0971,CHAPELIZOD,Class A,310307.8346,234470.38
WMS2610,CLONTARF EAST C,Class B,319685.042,235937.9337
WMS4056,PRIORSWOOD E,Cast Iron,318945.3591,240084.7768
WMS2145,WHITEHALL A,Class B,315517.2507,238716.8239
WMS2985,SAINT KEVINS,Class B,315405.9715,232844.4815
WMS2416,AYRFIELD,Class B,320955.462,239457.3304
WMS3188,CABRA WEST B,Class B,313160.644,236562.2022
WMS1030,ROTUNDA A,Class A,315958.3497,235025.5279
WMS3026,PEMBROKE EAST C,Class B,319379.3111,232395.4816
WMS2387,GRANGE A,Class B,321015.1042,240554.6611
WMS3094,PEMBROKE WEST B,Class B,317145.2137,232094.5753
WMS1607,ROYAL EXCHANGE A,Bigbelly Bin,315978.2475,234287.0469
WMS0193,NORTH DOCK C,Class A,316275.6267,234567.4583
WMS1138,ROYAL EXCHANGE A,Bigbelly Bin,315934.1231,234230.0461
WMS0061,CLONTARF EAST B,Class A,321404.3942,236361.4377
WMS2939,INNS QUAY C,Class B,315272.6719,234859.7935
WMS4346,MANSION HOUSE B,Cast Iron,316532.8312,233006.1611
WMS2506,CLONTARF WEST C,Class B,319354.5984,237066.8034
WMS1091,ARRAN QUAY C,Bigbelly Bin,314719.7879,234622.4344
WMS4209,MOUNTJOY B,Cast Iron,316076.0215,235542.2588
WMS0468,ROYAL EXCHANGE A,Class A,315485.0652,234010.5819
WMS2141,BOTANIC A,Class B,315256.6497,237909.6897
WMS3009,PEMBROKE EAST A,Class B,318070.7027,234132.7195
WMS2314,BEAUMONT C,Class B,319333.8824,238367.3802
WMS1002,ROTUNDA B,Class A,315579.4155,234794.5001
WMS1341,WALKINSTOWN A,Bigbelly Bin,311201.7221,231688.3862
WMS4521,WALKINSTOWN B,Cast Iron,311535.0266,231704.5766
WMS3391,KILMAINHAM C,Class B,312638.2695,233560.0689
WMS0216,NORTH CITY,Class A,315950.7828,234551.4759
WMS2714,DRUMCONDRA SOUTH C,Class B,315964.0955,236860.5755
WMS4075,GRANGE C,Cast Iron,322418.1253,239907.0824
WMS4439,PEMBROKE EAST B,Cast Iron,318931.374,232826.9704
WMS3475,CLONTARF EAST A,Class B,321769.6858,237853.3379
WMS3531,BALLYGALL B,Class B,314197.7048,239017.0084
WMS2072,FINGLAS NORTH C,Class B,313795.6159,239345.7245
WMS4040,BEAUMONT B,Cast Iron,318309.6129,238629.2714
WMS2175,BALLYMUN A,Class B,314333.057,240554.0605
WMS3454,WHITEHALL A,Class B,315495.1024,238781.9211
WMS4461,CHAPELIZOD,Cast Iron,309535.5896,234767.7854
WMS3023,PEMBROKE EAST A,Class B,318885.2601,233183.9675
WMS2131,BALLYGALL C,Class B,315250.4339,238693.7702
WMS0049,CLONTARF EAST B,Class A,320269.7973,235677.1851
WMS2999,RAHENY-FOXFIELD,Class B,322826.4892,238851.027
WMS0700,SAINT KEVINS,Class A,315749.897,233043.3721
WMS4183,ARRAN QUAY E,Cast Iron,314208.4173,235037.1563
WMS4037,BEAUMONT B,Cast Iron,318182.5402,238665.2412
WMS0470,ROYAL EXCHANGE A,Class A,315559.5843,234028.2014
WMS0057,CLONTARF EAST B,Class A,321015.1156,235971.2861
WMS3124,PEMBROKE EAST D,Class B,317877.4748,231349.2388
WMS4310,ARRAN QUAY C,Cast Iron,314412.2844,234307.3679
WMS0353,NORTH CITY,Class A,315365.2564,234391.0835
WMS3498,BALLYMUN F,Class B,314105.0047,239451.9365
WMS0424,INNS QUAY C,Class A,315207.3903,234203.2332
WMS0805,MANSION HOUSE B,Class A,316032.8185,233699.1699
WMS2858,BALLYBOUGH A,Class B,317009.563,235922.63
WMS3396,KILMAINHAM C,Class B,312674.0405,233576.9796
WMS0867,MANSION HOUSE A,Class A,316020.6455,234375.9394
WMS3117,RATHMINES EAST B,Class B,317278.1757,231907.4047
WMS2987,SAINT KEVINS,Class B,315384.5936,233017.1659
WMS4748,BOTANIC A,Class B,314981.106,236683.4504
WMS2093,BALLYGALL B,Class B,314017.6464,239127.6042
WMS2966,PEMBROKE WEST A,Class B,317517.8419,233574.219
WMS1346,MERCHANTS QUAY B,Bigbelly Bin,314521.5768,233891.1976
WMS3233,RATHMINES WEST F,Class B,315036.629,231294.5465
WMS0922,PEMBROKE WEST C,Bigbelly Bin,316987.4014,232892.898
WMS2031,FINGLAS SOUTH A,Class B,312329.8714,238923.1953
WMS0827,MANSION HOUSE A,Class A,316067.899,234245.8426
WMS1396,ROYAL EXCHANGE A,Bigbelly Bin,315621.0562,234211.0022
WMS2649,CLONTARF EAST B,Class B,320172.3964,236088.6087
WMS0375,NORTH CITY,Class A,315732.5406,234475.6302
WMS0300,RATHMINES EAST D,Class A,316439.6986,231863.0052
WMS2820,ASHTOWN A,Class B,311318.7795,236982.9468
WMS3220,TERENURE D,Class B,314427.1185,230028.5721
WMS2805,ASHTOWN A,Class B,312036.9222,236695.3488
WMS1337,RATHMINES EAST A,Class A,316485.6603,231982.6824
WMS2491,RAHENY-ST.ASSAM,Class B,322138.5289,238314.9236
WMS3050,PEMBROKE EAST B,Class B,318463.3896,233294.6388
WMS4106,CLONTARF EAST A,Cast Iron,320968.1796,237956.667
WMS4290,MOUNTJOY A,Cast Iron,316339.7839,234901.2073
WMS4127,ARRAN QUAY E,Cast Iron,313742.2775,235273.0678
WMS0469,ROYAL EXCHANGE A,Class A,315486.0925,234005.0795
WMS2353,PRIORSWOOD D,Class B,319741.3162,239855.1119
WMS0631,MANSION HOUSE B,Class A,315960.231,233828.2384
WMS1010,NORTH CITY,Class A,315793.273,234952.9565
WMS2800,ASHTOWN A,Class B,312533.0245,236357.1687
WMS3421,CARNA,Class B,309064.9749,233748.9549
WMS3350,CRUMLIN D,Class B,312072.8086,231641.5953
WMS3214,RATHFARNHAM,Class B,314529.8769,230215.0439
WMS1367,WHITEHALL D,Bigbelly Bin,317051.1777,238249.8889
WMS0836,MANSION HOUSE A,Class A,316225.1557,234180.2088
WMS4231,MOUNTJOY B,Cast Iron,316463.7414,235403.2276
WMS2600,CLONTARF WEST D,Class B,317585.9503,236250.8503
WMS0431,ARRAN QUAY C,Class A,314694.6991,234258.9467
WMS0324,NORTH CITY,Class A,315505.0871,234699.564
WMS4575,MOUNTJOY A,Cast Iron,316310.1625,234979.8124
WMS2071,FINGLAS NORTH C,Class B,313638.7871,239560.0067
WMS3401,INCHICORE A,Class B,311878.0685,233403.1996
WMS1342,WALKINSTOWN C,Bigbelly Bin,312323.296,231181.6481
WMS0350,NORTH CITY,Class A,315361.1482,234452.3737
WMS0434,MERCHANTS QUAY E,Class A,314467.1098,232585.4551
WMS0660,ROYAL EXCHANGE B,Class A,315851.4687,233911.0377
WMS4107,CLONTARF EAST A,Cast Iron,320705.9615,237883.2719
WMS3198,RATHMINES WEST A,Class B,315047.1027,232393.2233
WMS3183,RATHMINES EAST C,Class B,316271.9844,231483.844
WMS4217,ROTUNDA A,Cast Iron,315747.4741,235272.3955
WMS1377,NORTH CITY,Class A,315540.3691,234561.9852
WMS0289,NORTH CITY,Class A,315482.9991,234515.7015
WMS2442,RAHENY-GREENDALE,Class B,322992.4301,238742.5989
WMS3423,CHERRY ORCHARD A,Class B,308125.5791,233883.5386
WMS2407,RATHMINES WEST A,Class B,314715.3523,231607.6709
WMS4370,SOUTH DOCK,Cast Iron,316945.8781,233017.5083
WMS0015,BALLYMUN C,Class A,315529.4361,239782.2083
WMS4609,BEAUMONT B,Cast Iron,318559.042,238687.1002
WMS1004,ROTUNDA B,Class A,315656.514,234850.0347
WMS4518,WALKINSTOWN B,Cast Iron,311606.3921,231718.9144
WMS0045,CLONTARF EAST C,Class A,319948.4153,235816.7713
WMS3038,PEMBROKE EAST B,Class B,318620.0624,233183.1524
WMS3542,FINGLAS SOUTH A,Class B,312289.8024,238983.5493
WMS3591,RAHENY-FOXFIELD,Class B,322793.7399,238338.3932
WMS4529,DRUMFINN,Cast Iron,309813.0348,233695.4977
WMS0354,NORTH CITY,Class A,315383.9399,234362.5352
WMS4418,MANSION HOUSE A,Cast Iron,316718.5657,234300.5849
WMS0555,ROYAL EXCHANGE A,Class A,315648.8558,234021.5297
WMS1614,ROYAL EXCHANGE B,Class A,315807.6867,233613.81
WMS0376,NORTH CITY,Class A,315717.9975,234458.8146
WMS2774,CABRA EAST C,Class B,313976.3425,235466.5313
WMS0008,BALLYMUN D,Class A,315506.1595,239816.0438
WMS3342,CRUMLIN F,Class B,312036.4513,231817.4805
WMS2812,ASHTOWN A,Class B,311863.8032,237104.2589
WMS2539,CLONTARF WEST B,Class B,318563.0256,237549.3152
WMS1020,NORTH CITY,Class A,315890.8712,234652.3984
WMS0224,NORTH CITY,Class A,315897.7413,234746.0082
WMS3044,PEMBROKE EAST A,Class B,318744.6238,233820.4756
WMS4108,CLONTARF EAST A,Cast Iron,320676.6457,237861.3933
WMS4116,GRACE PARK,Cast Iron,317419.1412,237273.9696
WMS4572,KILMAINHAM C,Cast Iron,312188.2269,233418.4376
WMS2717,DRUMCONDRA SOUTH C,Class B,315536.7731,237539.3802
WMS4188,ARRAN QUAY B,Cast Iron,314401.8937,234801.3277
WMS1366,FINGLAS NORTH B,Bigbelly Bin,312423.3166,239075.8314
WMS2388,AYRFIELD,Class B,320799.2792,240316.6043
WMS4588,MOUNTJOY B,Cast Iron,316120.346,235364.4641
WMS2061,BALLYMUN F,Class B,314039.0362,239473.7895
WMS4534,DRUMFINN,Cast Iron,309726.8868,233700.701
WMS0953,RATHMINES WEST D,Class A,315576.5048,231524.0852
WMS0724,SAINT KEVINS,Class A,315660.2816,232601.0875
WMS2174,WHITEHALL A,Class B,315476.4404,238911.1965
WMS0183,NORTH CITY,Class A,316000.2454,234441.5191
WMS2289,BEAUMONT C,Class B,319003.9024,238413.3889
WMS4584,CABRA EAST C,Cast Iron,313557.6821,235084.4592
WMS2238,WHITEHALL C,Class B,316914.8658,238972.9837
WMS0927,PEMBROKE WEST C,Bigbelly Bin,317101.6109,232845.7225
WMS2723,CABRA EAST A,Class B,315044.1192,236070.802
WMS2453,AYRFIELD,Class B,321051.6744,239859.719
WMS2199,WHITEHALL B,Class B,315970.3005,239042.0749
WMS0959,RATHMINES WEST A,Class A,315638.7796,231957.9375
WMS2173,WHITEHALL B,Class B,315514.2012,239069.0355
WMS3367,ASHTOWN A,Class B,312788.3639,236861.6332
WMS2055,FINGLAS SOUTH B,Class B,313139.5831,238841.8995
WMS2486,RAHENY-ST.ASSAM,Class B,322639.361,238092.8639
WMS0409,NORTH CITY,Class A,315583.9719,234267.0696
WMS4547,DRUMFINN,Cast Iron,309875.0309,233686.1147
WMS0706,SAINT KEVINS,Class A,315621.7099,232959.2388
WMS3344,CRUMLIN B,Class B,312714.3384,232133.7611
WMS0931,PEMBROKE WEST C,Bigbelly Bin,316833.2261,232898.3359
WMS3571,CABRA EAST B,Class B,313902.5286,236095.5213
WMS0463,ROYAL EXCHANGE A,Class A,315442.5171,233979.9382
WMS0295,NORTH CITY,Class A,315516.4714,234425.2326
WMS1156,MOUNTJOY A,Bigbelly Bin,316580.2226,234896.9051
WMS0006,BALLYMUN D,Class A,315507.0833,239712.0632
WMS4327,MANSION HOUSE B,Cast Iron,316375.7687,233369.9545
WMS0683,MANSION HOUSE B,Class A,316116.9735,233183.9187
WMS3538,BEAUMONT F,Class B,317477.475,238618.4539
WMS0744,MANSION HOUSE B,Class A,316249.7375,233025.5066
WMS2448,PRIORSWOOD B,Class B,319885.5432,240371.0164
WMS2102,BALLYGALL C,Class B,314867.9739,239132.3062
WMS2767,CABRA WEST B,Class B,313699.3733,236515.6011
WMS3140,RATHMINES EAST A,Class B,316392.4957,231915.192
WMS0035,CLONTARF EAST D,Class A,318959.3929,235946.6924
WMS1343,KIMMAGE A,Bigbelly Bin,312282.0023,231293.7459
WMS2866,INNS QUAY B,Class B,315205.8197,235852.2892
WMS2851,BALLYBOUGH B,Class B,316110.9435,235691.5566
WMS2434,RAHENY-GREENDALE,Class B,323300.3437,238988.1934
WMS3425,,Class B,308571.0502,233813.9966
WMS0089,ROTUNDA A,Class A,315749.5599,235649.9226
WMS0852,MANSION HOUSE A,Class A,316065.1119,234301.9083
WMS1378,NORTH CITY,Class A,315547.0181,234562.9192
WMS2927,INNS QUAY B,Class B,315482.9485,235591.023
WMS1167,SAINT KEVINS,Bigbelly Bin,315655.0231,232489.5852
WMS0794,SOUTH DOCK,Class A,316946.5396,233310.73
WMS4612,BEAUMONT D,Cast Iron,318634.2714,238569.5477
WMS2257,WHITEHALL D,Class B,316909.0662,238298.8003
